Country,Year,ISO_Code,Population,GDP,Cement_CO2,Cement_CO2_Per_Capita,CO2,CO2_Growth_Abs,CO2_Growth_Prct,CO2_Including_luc,CO2_Including_luc_Growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,
Tunisia,1989,TUN,8256402,40468770816,1.543,0.187,13.14,0.764,6.17,12.847,-0.226,-1.726,1.556,0.317,0.217,1.592,0.325,0.222,0.297,0.036,20.59,211.659,627.743,11.08,0.854,20.599,509.699,158.536,,7160.641,1.461,0.033,0.004,3.154,0.382,,,-0.293,-0.036,,,,,8.114,0.983,,,59.121,0.313,0.059,0.047,0.003,0.175,0.027,0.046,0.003,0.011,0.027,0.087,0.061,,0.022,0.087,-0.006,0.089,,0.064,0,0,0.001,0,,,,
Tunisia,1990,TUN,8440035,43649703936,1.556,0.184,13.126,-0.014,-0.109,12.87,0.022,0.173,1.525,0.295,0.219,1.555,0.301,0.223,0.264,0.031,22.146,224.785,640.612,11.344,0.857,23.099,509.443,167.339,,6962.229,1.346,0.004,0,2.5,0.296,2.518,2.409,-0.256,-0.03,4.75,0.563,1.93,0.229,8.803,1.043,,,58.761,0.315,0.058,0.047,0.003,0.181,0.028,0.046,0.003,0.01,0.029,0.087,0.062,,0.001,0.065,-0.005,0.095,,0.064,0,0,0.001,0,20.33,21.25,2.777,21.153
Tunisia,1991,TUN,8622857,45587128320,1.884,0.218,15.364,2.238,17.047,15.4,2.531,19.665,1.786,0.338,0.317,1.782,0.337,0.316,0.271,0.031,24.03,240.149,656.013,11.615,0.942,24.975,509.479,178.588,,5633.912,1.066,0.084,0.01,1.876,0.218,2.57,2.463,0.037,0.004,4.94,0.573,2.15,0.249,11.248,1.304,,,48.58,0.371,0.066,0.055,0.003,0.188,0.029,0.046,0.003,0.011,0.03,0.086,0.064,,0.03,0.048,0.001,0.116,,0.065,0,0,0.001,0,21.24,22.16,1.544,10.05
Tunisia,1992,TUN,8802535,49384853504,1.873,0.213,14.891,-0.473,-3.077,16.466,1.066,6.923,1.871,0.333,0.294,1.692,0.302,0.266,0.279,0.032,25.903,255.04,672.479,11.894,1.147,27.559,511.055,188.538,,6370.341,1.135,0.205,0.023,2.584,0.294,2.667,2.564,1.576,0.179,5.19,0.59,2.14,0.243,9.95,1.13,,,56.075,0.354,0.066,0.06,0.003,0.195,0.03,0.046,0.003,0.013,0.032,0.085,0.065,,0.082,0.065,0.032,0.108,,0.065,0,0,0.001,0,22.57,23.48,6.552,44
Tunisia,1993,TUN,8977175,50757980160,1.993,0.222,16.353,1.462,9.815,15.327,-1.14,-6.922,1.707,0.302,0.239,1.822,0.322,0.255,0.289,0.032,27.896,271.392,687.806,12.183,1.4,30.046,510.029,199.867,,7130.216,1.261,0.253,0.028,2.488,0.277,2.642,2.54,-1.026,-0.114,5.06,0.564,2.2,0.245,11.329,1.262,,,64.009,0.361,0.072,0.055,0.003,0.202,0.031,0.047,0.003,0.016,0.033,0.085,0.067,,0.104,0.061,-0.021,0.123,,0.065,0,0,0.001,0,22.8,23.72,3.501,21.407
Tunisia,1994,TUN,9143139,52754300928,2.144,0.234,15.777,-0.575,-3.519,17.866,2.539,16.566,1.954,0.339,0.258,1.726,0.299,0.228,0.264,0.029,30.04,287.169,705.672,12.447,1.664,33.473,512.117,209.546,,7582.721,1.314,0.264,0.029,3.427,0.375,2.564,2.464,2.088,0.228,4.82,0.527,2.15,0.235,9.679,1.059,,,69.33,0.364,0.069,0.063,0.003,0.208,0.032,0.047,0.003,0.018,0.035,0.084,0.068,,0.106,0.084,0.039,0.104,,0.065,0,0,0.001,0,22.53,23.44,1.888,11.965
Tunisia,1995,TUN,9294106,54252470272,2.291,0.247,15.547,-0.23,-1.459,17.782,-0.084,-0.468,1.913,0.328,0.284,1.673,0.287,0.248,0.238,0.026,32.331,302.716,723.453,12.685,1.924,37.226,514.352,218.55,,6736.639,1.154,0.26,0.028,3.753,0.404,2.575,2.477,2.235,0.24,4.95,0.533,2.15,0.231,9.005,0.969,,,62.611,0.368,0.066,0.062,0.003,0.215,0.033,0.047,0.003,0.02,0.037,0.084,0.069,,0.106,0.089,0.042,0.096,,0.066,0,0,0.001,0,23.02,23.93,2.241,14.417
Tunisia,1996,TUN,9430552,58083459072,2.112,0.224,16.581,1.034,6.65,17.497,-0.285,-1.603,1.855,0.301,0.26,1.758,0.285,0.246,0.238,0.025,34.443,319.297,740.95,12.923,2.177,41.217,515.268,228.537,,7133.315,1.158,0.253,0.027,3.991,0.423,2.685,2.587,0.916,0.097,5.32,0.564,2.6,0.276,9.987,1.059,,,67.271,0.332,0.069,0.059,0.003,0.22,0.034,0.047,0.003,0.022,0.04,0.083,0.07,,0.102,0.091,0.017,0.104,,0.066,0,0,0.001,0,24.4,25.32,0.896,5.402
Tunisia,1997,TUN,9557957,61515624448,2.039,0.213,16.747,0.166,1.003,19.056,1.559,8.908,1.994,0.31,0.244,1.752,0.272,0.214,0.26,0.027,36.483,336.045,760.006,13.183,2.433,45.514,517.577,238.431,,8177.038,1.271,0.256,0.027,4.297,0.45,2.707,2.61,2.308,0.242,5.39,0.564,2.49,0.261,9.894,1.035,,,78.156,0.308,0.069,0.061,0.003,0.223,0.035,0.048,0.003,0.024,0.042,0.083,0.071,,0.102,0.097,0.032,0.101,,0.066,0,0,0.001,0,24.95,25.87,0.553,3.301
Tunisia,1998,TUN,9677147,64700510208,2.108,0.218,17.809,1.061,6.337,20.96,1.904,9.992,2.166,0.324,0.249,1.84,0.275,0.212,0.209,0.022,38.591,353.853,780.966,13.392,2.693,50.321,520.728,248.855,,8681.736,1.299,0.26,0.027,4.807,0.497,2.817,2.722,3.151,0.326,5.72,0.591,2.74,0.283,10.424,1.077,,,84.014,0.32,0.074,0.071,0.002,0.227,0.036,0.048,0.003,0.026,0.045,0.082,0.072,,0.108,0.107,0.057,0.105,,0.067,0,0,0.001,0,26.34,27.26,-0.215,-1.206
Tunisia,1999,TUN,9788065,68718194688,2.228,0.228,18.119,0.31,1.742,18.632,-2.328,-11.107,1.904,0.271,0.22,1.851,0.264,0.214,0.297,0.03,40.819,371.972,799.597,13.689,2.953,55.348,521.241,259.162,,8647.771,1.232,0.26,0.027,5.027,0.514,2.937,2.843,0.513,0.052,6.02,0.615,2.89,0.295,10.307,1.053,,,84.645,0.322,0.073,0.062,0.003,0.231,0.036,0.048,0.003,0.028,0.047,0.082,0.073,,0.112,0.109,0.009,0.102,,0.067,0,0,0.001,0,27.83,28.75,0.678,3.74
Tunisia,2000,TUN,9893326,71818829824,2.583,0.261,19.672,1.553,8.571,18.756,0.124,0.666,1.896,0.261,0.211,1.988,0.274,0.221,0.278,0.028,43.402,391.643,818.353,13.968,3.214,60.683,520.325,270.378,,9003.821,1.24,0.26,0.026,5.335,0.539,3.036,2.944,-0.916,-0.093,6.18,0.625,2.97,0.3,11.216,1.134,,,89.078,0.358,0.077,0.061,0.003,0.236,0.037,0.049,0.003,0.03,0.05,0.081,0.074,,0.093,0.113,-0.018,0.109,,0.068,0,0,0.001,0,29.13,30.04,-5.467,-27.79
Tunisia,2001,TUN,9995115,75444600832,2.596,0.26,20.546,0.874,4.443,19.923,1.167,6.223,1.993,0.264,0.201,2.056,0.272,0.208,0.256,0.026,45.997,412.189,838.276,14.224,3.481,66.596,519.702,281.89,,9892.748,1.311,0.267,0.027,5.914,0.592,3.097,2.965,-0.623,-0.062,6.21,0.621,2.95,0.295,11.512,1.152,,,98.879,0.344,0.08,0.066,0.003,0.24,0.038,0.049,0.003,0.032,0.053,0.08,0.075,,0.095,0.124,-0.013,0.111,,0.068,0,0,0.001,0,29.64,30.95,-6.153,-29.947
Tunisia,2002,TUN,10094564,76877553664,2.715,0.269,20.559,0.013,0.064,20.889,0.966,4.848,2.069,0.272,0.213,2.037,0.267,0.21,0.216,0.021,48.713,432.748,859.164,14.44,3.752,72.51,520.031,293.333,,9695.501,1.273,0.271,0.027,5.914,0.586,3.079,2.949,0.33,0.033,6.26,0.62,2.88,0.285,11.443,1.134,,,97.872,0.341,0.078,0.066,0.002,0.244,0.039,0.049,0.003,0.033,0.055,0.08,0.076,,0.091,0.121,0.006,0.11,,0.069,0,0,0.001,0,29.77,31.08,-5.701,-27.73
Tunisia,2003,TUN,10193798,81240031232,2.705,0.265,20.926,0.367,1.785,20.999,0.11,0.529,2.06,0.258,0.218,2.053,0.258,0.217,0.062,0.006,51.418,453.673,880.163,14.502,4.005,78.755,520.105,304.994,,9464.025,1.188,0.253,0.025,6.245,0.613,3.032,2.904,0.073,0.007,6.18,0.606,2.98,0.292,11.661,1.144,,,96.474,0.317,0.076,0.063,0.001,0.247,0.04,0.049,0.003,0.035,0.058,0.079,0.077,,0.084,0.123,0.001,0.109,,0.069,0,0,0.001,0,29.6,30.91,-5.627,-26.89
Tunisia,2004,TUN,10292230,86232260608,2.965,0.288,21.927,1.001,4.783,21.23,0.231,1.102,2.063,0.246,0.216,2.13,0.254,0.223,0,0,54.383,475.6,901.393,14.502,4.291,85.269,519.409,317.154,,9557.016,1.141,0.286,0.028,6.515,0.633,3.126,2.998,-0.696,-0.068,6.35,0.617,3.07,0.298,12.161,1.182,,,98.363,0.326,0.077,0.062,0,0.25,0.041,0.05,0.003,0.036,0.06,0.078,0.078,,0.088,0.124,-0.013,0.11,,0.069,0,0,0.001,0,30.86,32.17,-6.572,-29.973
Tunisia,2005,TUN,10388349,89804308480,2.959,0.285,22.269,0.342,1.56,23.368,2.138,10.068,2.249,0.26,0.219,2.144,0.248,0.209,0,0,57.343,497.869,924.761,14.502,4.58,91.978,520.508,329.465,,10276.655,1.189,0.289,0.028,6.709,0.646,3.163,3.038,1.099,0.106,6.46,0.622,3.14,0.302,12.311,1.185,,,106.757,0.307,0.075,0.068,0,0.253,0.042,0.05,0.003,0.037,0.062,0.078,0.079,,0.084,0.125,0.023,0.111,,0.07,0,0,0.001,0,31.56,32.86,-7.027,-31.555
Tunisia,2006,TUN,10483560,95016263680,3.084,0.294,22.602,0.333,1.496,23.921,0.553,2.366,2.282,0.252,0.238,2.156,0.238,0.224,0,0,60.426,520.471,948.682,14.502,4.877,98.874,521.827,341.791,,9603.969,1.06,0.297,0.028,6.896,0.658,3.244,3.12,1.319,0.126,6.64,0.633,3.14,0.3,12.326,1.176,,,100.684,0.293,0.074,0.067,0,0.254,0.043,0.05,0.002,0.039,0.065,0.078,0.079,,0.086,0.125,0.026,0.11,,0.07,0,0,0.001,0,32.71,34.01,-6.817,-30.161
Tunisia,2007,TUN,10580399,1.01102E+11,3.108,0.294,23.684,1.082,4.789,26.945,3.024,12.643,2.547,0.267,0.3,2.239,0.234,0.264,0,0,63.534,544.155,975.628,14.502,5.178,106.925,525.088,354.016,,8479.419,0.887,0.3,0.028,8.051,0.761,3.342,3.218,3.261,0.308,6.96,0.658,3.28,0.31,12.225,1.155,,,89.716,0.275,0.075,0.075,0,0.255,0.044,0.051,0.002,0.04,0.067,0.077,0.08,,0.083,0.141,0.073,0.108,,0.071,0,0,0.001,0,34.05,35.36,-7.865,-33.206
Tunisia,2008,TUN,10680381,1.05766E+11,3.295,0.309,24.333,0.649,2.74,26.495,-0.45,-1.671,2.481,0.251,0.255,2.278,0.23,0.235,0,0,66.829,568.488,1002.122,14.502,5.478,115.69,527.25,365.988,,9715.218,0.981,0.3,0.028,8.766,0.821,3.361,3.239,2.162,0.202,7.05,0.66,3.18,0.298,11.972,1.121,,,103.762,0.288,0.076,0.072,0,0.257,0.044,0.051,0.002,0.041,0.07,0.077,0.081,,0.08,0.149,0.047,0.106,,0.071,0,0,0.001,0,34.59,35.9,-8.355,-34.335
Tunisia,2009,TUN,10784499,1.093E+11,3.297,0.306,24.321,-0.012,-0.048,35.277,8.782,33.146,3.271,0.323,0.408,2.255,0.223,0.281,0,0,70.126,592.81,1037.399,14.502,5.83,124.81,538.205,377.541,,8024.898,0.792,0.352,0.033,9.12,0.846,3.359,3.238,10.955,1.016,7.1,0.658,3.37,0.312,11.553,1.071,,,86.545,0.28,0.077,0.096,0,0.258,0.045,0.052,0.002,0.043,0.073,0.078,0.081,,0.093,0.159,0.218,0.105,,0.072,0,0,0.001,0,34.92,36.23,-6.178,-25.403
Tunisia,2010,TUN,10895063,1.12485E+11,3.487,0.32,27.101,2.78,11.429,33.293,-1.983,-5.623,3.056,0.296,0.375,2.487,0.241,0.305,0.055,0.005,73.613,619.911,1070.693,14.557,6.255,136.447,544.397,389.038,,8150.696,0.789,0.425,0.039,11.637,1.068,3.55,3.43,6.192,0.568,7.32,0.672,3.33,0.306,11.498,1.055,,,88.802,0.278,0.081,0.087,0,0.259,0.046,0.053,0.002,0.044,0.077,0.079,0.082,,0.111,0.188,0.128,0.101,,0.073,0,0,0.001,0,37.37,38.68,-7.325,-27.029
Tunisia,2011,TUN,11032529,1.1076E+11,3.04,0.276,25.526,-1.575,-5.812,27.505,-5.789,-17.387,2.493,0.248,0.325,2.314,0.23,0.301,0.044,0.004,76.653,645.437,1098.197,14.601,6.658,147.714,546.376,399.811,,7678.843,0.765,0.403,0.037,11.267,1.021,3.41,3.762,1.979,0.179,7.33,0.664,3.34,0.303,10.772,0.976,,,84.717,0.225,0.074,0.07,0,0.257,0.047,0.053,0.002,0.046,0.081,0.078,0.082,,0.109,0.177,0.04,0.095,,0.073,0,0.001,0.001,0,41.5,37.62,-7.174,-28.106
Tunisia,2012,TUN,11174384,1.15305E+11,2.933,0.262,27.136,1.61,6.307,30.031,2.526,9.184,2.687,0.26,0.323,2.428,0.235,0.291,0,0,79.586,672.573,1128.228,14.601,7.88,159.871,549.27,410.634,,8332.082,0.807,1.222,0.109,12.157,1.088,3.516,3.864,2.895,0.259,7.46,0.668,3.35,0.3,10.823,0.969,,,93.106,0.212,0.078,0.075,0,0.255,0.048,0.053,0.002,0.053,0.084,0.078,0.082,,0.321,0.187,0.06,0.094,,0.073,0,0.001,0.001,0,43.18,39.29,-7.796,-28.728
Tunisia,2013,TUN,11300284,1.18417E+11,2.96,0.262,27.581,0.445,1.639,26.042,-3.989,-13.283,2.305,0.22,0.264,2.441,0.233,0.28,0,0,82.547,700.153,1154.27,14.601,8.988,171.995,547.731,422.022,,8726.086,0.833,1.108,0.098,12.124,1.073,3.458,3.802,-1.539,-0.136,7.37,0.652,3.07,0.272,11.388,1.008,,,98.607,0.205,0.078,0.065,0,0.253,0.048,0.054,0.002,0.059,0.088,0.078,0.083,,0.286,0.185,-0.033,0.098,,0.074,0,0.001,0.001,0,42.96,39.08,-7.723,-28.002
Tunisia,2014,TUN,11428953,1.21401E+11,3.634,0.318,28.668,1.088,3.943,26.983,0.941,3.613,2.361,0.222,0.248,2.508,0.236,0.264,0,0,86.18,728.821,1181.252,14.601,10.115,184.052,546.046,433.873,,9507.342,0.895,1.126,0.099,12.057,1.055,3.624,3.964,-1.685,-0.147,7.41,0.648,3.18,0.278,11.851,1.037,,,108.659,0.242,0.081,0.067,0,0.253,0.049,0.054,0.002,0.065,0.091,0.077,0.083,,0.29,0.181,-0.034,0.101,,0.074,0,0.001,0.001,0,45.31,41.42,-7.462,-26.028
Tunisia,2015,TUN,11557779,1.2304E+11,3.785,0.327,30.266,1.598,5.573,29.716,2.734,10.131,2.571,0.242,0.265,2.619,0.246,0.27,0,0,89.965,759.087,1210.969,14.601,11.025,195.623,545.496,447.873,,9709.658,0.912,0.91,0.079,11.571,1.001,3.611,3.946,-0.55,-0.048,7.14,0.618,3.13,0.271,14,1.211,,,112.222,0.262,0.085,0.073,0,0.253,0.05,0.054,0.002,0.069,0.093,0.076,0.084,,0.237,0.17,-0.01,0.117,,0.074,0,0.001,0.001,0,45.61,41.73,-7.576,-25.032
Tunisia,2016,TUN,11685666,1.24552E+11,3.594,0.308,29.88,-0.386,-1.275,32.225,2.509,8.442,2.758,0.259,0.288,2.557,0.24,0.267,0,0,93.56,788.967,1243.193,14.601,11.699,207.556,547.841,461.551,,9585.773,0.899,0.674,0.058,11.934,1.021,3.503,3.179,2.345,0.201,6.95,0.595,3.26,0.279,13.678,1.17,,,112.016,0.242,0.084,0.08,0,0.252,0.051,0.055,0.002,0.071,0.096,0.076,0.085,,0.178,0.171,0.052,0.114,,0.074,0,0.001,0.001,0,37.15,40.94,-7.556,-25.287
Tunisia,2017,TUN,11811441,1.2694E+11,3.206,0.271,30.486,0.606,2.028,31.109,-1.116,-3.464,2.634,0.245,0.262,2.581,0.24,0.257,0,0,96.766,819.453,1274.302,14.601,12.228,219.994,548.464,475.865,,10039.691,0.934,0.529,0.045,12.438,1.053,3.489,3.171,0.623,0.053,6.84,0.579,3.19,0.27,14.313,1.212,,,118.583,0.213,0.084,0.077,0,0.251,0.052,0.055,0.002,0.073,0.098,0.076,0.085,,0.135,0.174,0.014,0.117,,0.074,0,0.001,0.001,0,37.45,41.21,-8.336,-27.344
Tunisia,2018,TUN,11933040,1.30322E+11,3.125,0.262,29.997,-0.489,-1.604,29.924,-1.185,-3.81,2.508,0.23,0.246,2.514,0.23,0.246,0,0,99.891,849.45,1304.226,14.601,12.777,232.576,548.391,489.605,,10208.622,0.935,0.549,0.046,12.582,1.054,3.469,3.152,-0.073,-0.006,6.93,0.581,3.2,0.268,13.74,1.151,,,121.82,0.199,0.081,0.073,0,0.249,0.052,0.055,0.002,0.074,0.101,0.075,0.086,,0.133,0.167,-0.002,0.112,,0.074,0,0.001,0.001,0,37.61,41.39,-1.948,-6.495
Tunisia,2019,TUN,12049319,,3.223,0.268,29.704,-0.293,-0.975,29.301,-0.622,-2.08,2.432,,0.24,2.465,,0.243,0,0,103.114,879.155,1333.527,14.601,13.241,245.134,547.988,503.064,,10128.142,,0.464,0.038,12.558,1.042,3.452,3.138,-0.403,-0.033,6.87,0.57,3.31,0.275,13.46,1.117,,,122.037,0.199,0.08,0.07,0,0.247,0.053,0.056,0.002,0.075,0.103,0.075,0.086,,0.106,0.164,-0.009,0.109,,0.074,0,0.001,0.001,0,37.81,41.59,-2.295,-7.727
Turkey,1990,TUR,54324140,4.86761E+11,10.445,0.192,151.665,14.095,10.245,179.621,18.858,11.73,3.306,0.369,0.32,2.792,0.312,0.27,70.254,1.293,163.809,2404.949,8667.861,1109.608,0.22,18.053,6486.599,1110.28,2.979,10345.272,1.155,0.22,0.004,7.647,0.141,3.782,3.47,27.956,0.515,38.21,0.703,26.8,0.493,60.12,1.107,0.055,2.979,561.998,2.115,0.666,0.65,0.809,1.337,0.298,0.622,0.254,0.003,0.023,1.101,0.413,0.161,0.082,0.2,0.573,0.65,1.326,0.445,0.002,0.002,0.004,0.001,188.5,205.44,64.005,42.202
Turkey,1991,TUR,55321172,4.99938E+11,12.021,0.217,158.141,6.476,4.27,173.236,-6.384,-3.554,3.131,0.347,0.302,2.859,0.316,0.276,75.004,1.356,175.829,2563.09,8841.098,1184.612,0.484,27.197,6501.695,1169.069,5.898,10370.723,1.148,0.263,0.005,9.145,0.165,3.758,3.452,15.096,0.273,37.04,0.67,25.61,0.463,58.789,1.063,0.053,2.919,573.721,2.367,0.68,0.619,0.872,1.378,0.308,0.622,0.265,0.006,0.033,1.095,0.419,0.285,0.093,0.234,0.317,0.605,1.346,0.448,0.002,0.002,0.004,0.001,190.95,207.89,55.857,35.321
Turkey,1992,TUR,56302040,5.38702E+11,13.265,0.236,164.061,5.921,3.744,176.519,3.283,1.895,3.135,0.328,0.293,2.914,0.305,0.272,75.077,1.333,189.095,2727.151,9017.616,1259.689,0.737,37.124,6514.152,1232.315,8.192,10715.418,1.12,0.254,0.005,9.926,0.176,3.825,3.525,12.458,0.221,37.73,0.67,26.57,0.472,63.246,1.123,0.041,2.294,603.3,2.508,0.727,0.643,0.894,1.423,0.319,0.623,0.277,0.008,0.043,1.088,0.428,0.358,0.101,0.251,0.255,0.686,1.055,0.451,0.002,0.002,0.004,0.001,198.44,215.38,85.803,52.3
Turkey,1993,TUR,57296008,5.91946E+11,13.049,0.228,171.134,7.072,4.311,200.263,23.744,13.451,3.495,0.338,0.305,2.987,0.289,0.261,70.561,1.232,202.143,2898.285,9217.879,1330.25,0.968,48.211,6543.281,1305.451,11.262,11443.642,1.108,0.231,0.004,11.088,0.194,3.869,3.573,29.129,0.508,37.58,0.656,27.58,0.481,73.136,1.276,0.054,3.07,655.675,2.366,0.75,0.723,0.83,1.461,0.331,0.625,0.287,0.011,0.053,1.084,0.439,0.45,0.095,0.273,0.597,0.792,1.418,0.455,0.002,0.002,0.005,0.001,204.73,221.67,60.408,35.299
Turkey,1994,TUR,58310244,5.69083E+11,13.493,0.231,167.561,-3.573,-2.088,174.779,-25.484,-12.725,2.997,0.307,0.275,2.874,0.294,0.264,68.58,1.176,215.637,3065.846,9392.657,1398.83,1.187,59.559,6550.5,1376.081,14.552,10889.127,1.116,0.219,0.004,11.348,0.195,3.719,3.428,7.218,0.124,37.03,0.635,24.76,0.425,70.63,1.211,0.056,3.29,634.948,2.293,0.729,0.618,0.802,1.495,0.341,0.625,0.297,0.013,0.063,1.076,0.449,0.535,0.088,0.277,0.136,0.762,1.519,0.457,0.002,0.003,0.005,0.001,199.89,216.83,42.761,25.52
Turkey,1995,TUR,59305492,6.20397E+11,14.133,0.238,181.482,13.921,8.308,180.309,5.53,3.164,3.04,0.291,0.254,3.06,0.293,0.255,71.225,1.201,229.769,3247.328,9572.968,1470.056,1.396,74,6549.327,1454.137,17.969,11981.615,1.145,0.209,0.004,14.441,0.244,3.901,3.615,-1.172,-0.02,36.97,0.623,25.12,0.424,78.056,1.316,0.058,3.417,710.576,2.271,0.774,0.627,0.81,1.527,0.352,0.625,0.306,0.015,0.074,1.067,0.46,0.611,0.085,0.343,-0.022,0.834,1.529,0.459,0.002,0.003,0.005,0.001,214.4,231.33,42.458,23.395
Turkey,1996,TUR,60293784,6.75112E+11,14.662,0.243,199.583,18.101,9.974,194.966,14.657,8.129,3.234,0.289,0.252,3.31,0.296,0.257,82.63,1.37,244.431,3446.91,9767.933,1552.686,1.604,90.821,6544.71,1536.257,21.111,12855.497,1.148,0.208,0.003,16.82,0.279,4.13,3.85,-4.617,-0.077,36.9,0.612,25.69,0.426,82.12,1.362,0.052,3.142,775.107,2.308,0.826,0.662,0.917,1.558,0.364,0.625,0.317,0.017,0.088,1.057,0.472,0.667,0.084,0.383,-0.087,0.852,1.416,0.463,0.002,0.003,0.005,0.001,232.11,249.04,10.666,5.344
Turkey,1997,TUR,61277420,7.38355E+11,15.105,0.246,212.037,12.455,6.24,229.881,34.915,17.908,3.751,0.311,0.284,3.46,0.287,0.262,90.479,1.477,259.536,3658.948,9997.814,1643.165,1.811,111.609,6562.554,1618.156,24.672,13231.365,1.098,0.206,0.003,20.788,0.339,4.211,3.935,17.844,0.291,37.65,0.614,25.77,0.421,81.899,1.337,0.058,3.561,810.784,2.284,0.872,0.732,1.009,1.588,0.377,0.627,0.33,0.018,0.103,1.048,0.483,0.728,0.082,0.471,0.251,0.837,1.592,0.468,0.002,0.003,0.005,0.001,241.1,258.03,12.211,5.759
Turkey,1998,TUR,62242200,7.73999E+11,15.292,0.246,212.07,0.033,0.015,224.857,-5.024,-2.185,3.613,0.291,0.27,3.407,0.274,0.255,93.992,1.51,274.828,3871.018,10222.672,1737.156,2.005,133.267,6575.341,1695.627,28.135,13358.573,1.074,0.194,0.003,21.658,0.348,4.165,3.893,12.787,0.205,37.22,0.598,27.06,0.435,77.471,1.245,0.056,3.463,831.467,2.322,0.876,0.757,1.077,1.616,0.389,0.63,0.342,0.02,0.118,1.041,0.491,0.78,0.081,0.483,0.233,0.784,1.571,0.474,0.002,0.003,0.005,0.001,242.32,259.25,14.535,6.854
Turkey,1999,TUR,63185620,7.45796E+11,14.59,0.231,207.858,-4.212,-1.986,206.099,-18.758,-8.342,3.262,0.276,0.255,3.29,0.279,0.257,84.236,1.333,289.418,4078.875,10428.771,1821.392,2.183,159.984,6573.583,1774.503,31.395,12813.21,1.086,0.178,0.003,26.718,0.423,4.101,3.833,-1.759,-0.028,38.16,0.604,27,0.427,78.876,1.248,0.052,3.26,809.611,2.111,0.84,0.682,0.951,1.635,0.4,0.631,0.353,0.021,0.136,1.031,0.499,0.82,0.077,0.578,-0.032,0.78,1.487,0.479,0.002,0.003,0.005,0.001,242.2,259.13,20.526,9.875
Turkey,2000,TUR,64113548,8.07551E+11,15.184,0.237,229.858,22,10.584,239.458,33.359,16.186,3.735,0.297,0.277,3.585,0.285,0.266,98.54,1.537,304.601,4308.734,10668.229,1919.932,2.351,190.103,6583.182,1857.117,34.629,13486.676,1.071,0.168,0.003,30.118,0.47,4.415,4.151,9.6,0.15,38.78,0.605,26.52,0.414,82.614,1.289,0.05,3.234,864.679,2.103,0.903,0.783,1.071,1.654,0.412,0.633,0.366,0.022,0.156,1.025,0.508,0.856,0.06,0.637,0.188,0.802,1.495,0.486,0.002,0.003,0.006,0.001,266.14,283.08,22.301,9.702
Turkey,2001,TUR,65072016,7.53327E+11,15.087,0.232,213.483,-16.375,-7.124,233.819,-5.639,-2.355,3.593,0.31,0.298,3.281,0.283,0.272,84.503,1.299,319.688,4522.217,10902.048,2004.436,2.506,222.681,6603.518,1935.262,37.644,12073.247,1.043,0.155,0.002,32.578,0.501,4.014,3.354,20.335,0.313,37.97,0.584,23.95,0.368,78.145,1.201,0.046,3.016,785.631,2,0.832,0.769,0.913,1.667,0.422,0.636,0.375,0.023,0.176,1.02,0.515,0.884,0.055,0.682,0.429,0.752,1.415,0.491,0.002,0.003,0.006,0.001,218.22,261.18,-11.467,-5.371
Turkey,2002,TUR,65988664,8.18938E+11,15.513,0.235,221.148,7.665,3.59,215.945,-17.873,-7.644,3.272,0.264,0.251,3.351,0.27,0.257,87.242,1.322,335.202,4743.366,11117.993,2091.678,2.654,257.447,6598.314,2015.517,40.868,13026.979,1.05,0.148,0.002,34.766,0.527,4.114,3.463,-5.203,-0.079,37.34,0.566,24.31,0.368,80.255,1.216,0.049,3.223,859.633,1.949,0.841,0.686,0.901,1.679,0.432,0.637,0.384,0.024,0.195,1.011,0.522,0.914,0.05,0.709,-0.1,0.773,1.494,0.496,0.002,0.003,0.006,0.001,228.49,271.45,0.933,0.422
